"Domain","Name","DistinguishedName"
"YnovDomaine.com","Domain Controllers","OU=Domain Controllers,DC=YnovDomaine,DC=com"
"YnovDomaine.com","ynovDomain","OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","ynovGroup","OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","France","OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Nord","OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Lille","OU=Lille,OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","utilisateurs","OU=utilisateurs,OU=Lille,OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Ordinateurs","OU=Ordinateurs,OU=Lille,OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Rouen","OU=Rouen,OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Utilisateurs","OU=Utilisateurs,OU=Rouen,OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Ordinateurs","OU=Ordinateurs,OU=Rouen,OU=Nord,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Sud","OU=Sud,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Aix-en-Provence","OU=Aix-en-Provence,OU=Sud,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Montpellier","OU=Montpellier,OU=Sud,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Nice-Sophia","OU=Nice-Sophia,OU=Sud,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Toulouse","OU=Toulouse,OU=Sud,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Est","OU=Est,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Ouest","OU=Ouest,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Paris","OU=Paris,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Paris-Est","OU=Paris-Est,OU=Paris,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Utilisateurs","OU=Utilisateurs,OU=Paris-Est,OU=Paris,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
"YnovDomaine.com","Ordinateurs","OU=Ordinateurs,OU=Paris-Est,OU=Paris,OU=France,OU=ynovGroup,OU=ynovDomain,DC=YnovDomaine,DC=com"
