"Domain","Name","GroupScope","DistinguishedName"
"ynovDomaine.com","Administrateurs","DomainLocal","CN=Administrateurs,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs","DomainLocal","CN=Utilisateurs,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Invit?s","DomainLocal","CN=Invit?s,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs d?impression","DomainLocal","CN=Op?rateurs d?impression,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs de sauvegarde","DomainLocal","CN=Op?rateurs de sauvegarde,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Duplicateurs","DomainLocal","CN=Duplicateurs,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs du Bureau ? distance","DomainLocal","CN=Utilisateurs du Bureau ? distance,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs de configuration r?seau","DomainLocal","CN=Op?rateurs de configuration r?seau,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs de l?Analyseur de performances","DomainLocal","CN=Utilisateurs de l?Analyseur de performances,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs du journal de performances","DomainLocal","CN=Utilisateurs du journal de performances,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs du mod?le COM distribu?","DomainLocal","CN=Utilisateurs du mod?le COM distribu?,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","IIS_IUSRS","DomainLocal","CN=IIS_IUSRS,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs de chiffrement","DomainLocal","CN=Op?rateurs de chiffrement,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Lecteurs des journaux d??v?nements","DomainLocal","CN=Lecteurs des journaux d??v?nements,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Acc?s DCOM service de certificats","DomainLocal","CN=Acc?s DCOM service de certificats,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Serveurs Acc?s Distant RDS","DomainLocal","CN=Serveurs Acc?s Distant RDS,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Serveurs RDS Endpoint","DomainLocal","CN=Serveurs RDS Endpoint,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Serveurs Gestion RDS","DomainLocal","CN=Serveurs Gestion RDS,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Administrateurs Hyper-V","DomainLocal","CN=Administrateurs Hyper-V,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs d'assistance de contr?le d'acc?s","DomainLocal","CN=Op?rateurs d'assistance de contr?le d'acc?s,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs de gestion ? distance","DomainLocal","CN=Utilisateurs de gestion ? distance,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Storage Replica Administrators","DomainLocal","CN=Storage Replica Administrators,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Ordinateurs du domaine","Global","CN=Ordinateurs du domaine,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Contr?leurs de domaine","Global","CN=Contr?leurs de domaine,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Administrateurs du sch?ma","Universal","CN=Administrateurs du sch?ma,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Administrateurs de l?entreprise","Universal","CN=Administrateurs de l?entreprise,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","?diteurs de certificats","DomainLocal","CN=?diteurs de certificats,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Admins du domaine","Global","CN=Admins du domaine,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Utilisateurs du domaine","Global","CN=Utilisateurs du domaine,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Invit?s du domaine","Global","CN=Invit?s du domaine,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Propri?taires cr?ateurs de la strat?gie de groupe","Global","CN=Propri?taires cr?ateurs de la strat?gie de groupe,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Serveurs RAS et IAS","DomainLocal","CN=Serveurs RAS et IAS,CN=Users,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs de serveur","DomainLocal","CN=Op?rateurs de serveur,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Op?rateurs de compte","DomainLocal","CN=Op?rateurs de compte,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Acc?s compatible pr?-Windows 2000","DomainLocal","CN=Acc?s compatible pr?-Windows 2000,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","G?n?rateurs d?approbations de for?t entrante","DomainLocal","CN=G?n?rateurs d?approbations de for?t entrante,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Groupe d?acc?s d?autorisation Windows","DomainLocal","CN=Groupe d?acc?s d?autorisation Windows,CN=Builtin,DC=ynovDomaine,DC=com"
"ynovDomaine.com","Serveurs de licences des services Terminal Server","DomainLocal","CN=Serveurs de licences des services Terminal Server,CN=Builtin,DC=ynovDomaine,DC=com"
